Booking_ID,adults,children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN00847,2,0,0,2,,0,Type 1,56,2017,9,17,Offline,0,0,0,82,0,Not_Canceled
INN00860,2,1,1,4,,0,Type 1,73,2018,10,12,Online,0,0,0,135,1,Canceled
INN00865,2,0,1,1,,0,Type 4,11,2018,10,10,Offline,0,0,0,107,0,Not_Canceled
INN00866,2,0,0,2,,0,Type 1,29,2018,12,2,Corporate,0,0,0,85,2,Not_Canceled
INN00868,2,0,0,2,,0,Type 1,30,2018,3,4,Online,0,0,0,88.4,0,Not_Canceled
INN00872,2,0,1,2,Plan 2,0,Type 1,315,2018,9,30,Online,0,0,0,160,0,Canceled
INN00876,2,0,2,2,Not Selected,0,Type 1,99,2018,5,1,Online,0,0,0,89.25,0,Canceled
INN00878,1,0,0,2,Plan 1,0,Type 1,181,,10,11,Online,0,0,0,120,0,Canceled
INN00881,2,0,2,0,Plan 1,0,Type 1,83,,12,18,Offline,0,0,0,75,0,Not_Canceled
INN00883,2,0,2,3,Plan 1,0,Type 4,92,,12,22,Online,0,0,0,96.9,1,Not_Canceled
INN00894,1,0,2,4,Plan 1,0,Type 1,245,,7,6,Online,0,0,0,110,0,Canceled
INN00902,2,1,0,3,Plan 1,0,Type 1,124,,5,31,Online,0,0,0,143.1,1,Canceled
INN00904,2,0,2,5,Plan 1,0,Type 1,51,,9,16,Offline,0,0,0,75.6,1,Not_Canceled
INN00907,2,0,1,2,Plan 1,0,Type 1,4,,1,8,Offline,0,0,0,70,0,Not_Canceled
INN00909,2,0,0,1,Not Selected,0,Type 1,56,,7,27,Online,0,0,0,125.1,1,Not_Canceled
INN00910,1,0,0,1,Plan 2,0,Type 1,221,,8,12,Offline,0,0,0,73,0,Not_Canceled
INN00911,2,0,1,0,Plan 1,0,Type 1,263,,9,21,Offline,0,0,0,67,0,Not_Canceled
INN00917,1,0,2,0,Plan 1,0,Type 1,5,,9,20,Online,0,0,0,92.4,1,Not_Canceled
INN00919,1,0,0,2,Plan 1,0,Type 1,86,,9,24,Offline,0,0,0,87.5,0,Not_Canceled
INN00922,2,0,0,3,Plan 1,0,Type 1,176,2018,9,8,Online,0,0,0,125.1,0,Canceled
INN00924,3,0,0,3,Plan 1,0,Type 4,156,2018,12,27,Online,0,0,0,122.4,0,Not_Canceled
INN00928,2,0,2,1,Plan 2,0,Type 1,87,2018,10,23,Offline,0,0,0,112.25,1,Not_Canceled
INN00932,1,0,0,3,Plan 1,0,Type 1,6,2018,11,1,Offline,0,0,0,75,0,Not_Canceled
INN00934,2,1,2,3,Plan 1,0,Type 1,4,2018,6,16,Online,0,0,0,168.5,2,Not_Canceled
INN00935,1,0,0,2,Plan 1,0,Type 1,15,2017,8,27,Online,0,0,0,80,1,Canceled
INN00940,2,0,0,2,Plan 1,0,Type 1,141,2018,9,23,Online,0,0,0,128.8,1,Not_Canceled
INN00953,2,0,2,2,Plan 1,0,Type 1,36,2018,5,21,Online,0,0,0,126.9,2,Not_Canceled
INN00958,2,2,2,1,Plan 2,0,Type 6,57,2018,4,24,Online,0,0,0,228.6,0,Canceled
INN00959,2,0,2,1,Plan 1,0,Type 4,8,2018,6,26,Offline,0,0,0,107,0,Not_Canceled
INN00962,2,0,2,1,Not Selected,0,Type 1,55,2018,9,10,Online,0,0,0,91.51,1,Not_Canceled
INN00963,2,0,1,0,Plan 1,0,Type 1,12,2017,8,30,Online,0,0,0,90,2,Not_Canceled
INN00969,2,0,0,1,Plan 1,0,Type 1,105,2018,4,6,Online,0,0,0,75,0,Canceled
INN00978,1,0,0,2,Plan 1,0,Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN00980,2,0,1,2,Not Selected,0,Type 1,37,2018,2,22,Online,0,0,0,69.9,0,Canceled
INN00985,2,0,1,1,Plan 1,0,Type 1,9,2017,9,7,Online,0,0,0,114.5,2,Not_Canceled
INN00993,1,0,2,3,Not Selected,0,Type 1,81,2018,7,3,Online,0,0,0,103.5,0,Not_Canceled
INN00994,2,1,1,2,Plan 1,0,Type 1,81,2018,10,21,Online,0,0,0,135,0,Canceled
INN00995,2,0,1,1,Plan 1,0,Type 1,58,2018,10,31,Online,0,0,0,102.15,1,Not_Canceled
INN00996,2,0,1,2,Plan 1,0,Type 1,273,2018,5,13,Online,0,0,0,95,0,Canceled
INN00997,1,0,0,1,Plan 1,0,Type 1,4,2017,10,13,Complementary,0,0,0,0,0,Not_Canceled
INN00999,2,0,2,3,Not Selected,0,Type 1,57,2017,9,19,Online,0,0,0,66.53,1,Not_Canceled
INN01005,2,0,1,2,Plan 1,0,Type 1,1,2018,4,22,Online,0,0,0,121,2,Not_Canceled
INN01006,1,0,0,1,Plan 1,0,Type 1,0,2018,1,20,Complementary,1,0,2,0,0,Not_Canceled
INN01014,2,0,1,2,Plan 1,0,Type 1,52,2018,5,27,Offline,0,0,0,85,0,Not_Canceled
INN01018,2,1,1,3,Plan 1,0,Type 1,2,2018,2,1,Online,0,0,0,93,2,Not_Canceled
INN01021,2,0,0,2,Plan 1,0,Type 1,122,2018,4,15,Online,0,0,0,85,0,Canceled
INN01023,2,0,2,3,Plan 1,0,Type 1,359,2018,10,14,Offline,0,0,0,78,1,Not_Canceled
INN01025,2,0,0,2,Plan 2,0,Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
INN01029,2,0,1,2,Plan 1,0,Type 1,41,2017,10,16,Online,0,0,0,105.9,2,Not_Canceled
INN01031,2,0,1,2,Plan 1,0,Type 1,11,2018,10,3,Offline,0,0,0,85,0,Not_Canceled
INN01033,1,0,0,2,Plan 1,0,Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN01042,2,1,1,2,Plan 1,0,Type 1,9,2018,4,22,Online,0,0,0,149,0,Canceled
INN01043,2,0,0,3,Plan 1,0,Type 4,43,2018,3,17,Online,0,0,0,106.8,0,Not_Canceled
INN01045,2,0,1,1,Plan 1,0,Type 4,87,2018,4,9,Online,0,0,0,105.3,0,Canceled
INN01050,1,0,1,1,Plan 1,0,Type 1,3,2018,3,7,Corporate,1,0,1,80,0,Not_Canceled
INN01060,2,0,0,4,Plan 2,0,Type 1,78,2018,4,26,Offline,0,0,0,105,0,Not_Canceled
INN01069,2,0,1,2,Plan 1,0,Type 1,0,2018,5,9,Online,0,0,0,103,1,Not_Canceled
INN01070,2,0,1,2,Plan 1,0,Type 1,121,2018,6,24,Online,0,0,0,90,0,Canceled
INN01075,2,0,2,3,Plan 1,0,Type 1,92,2017,7,5,Online,0,0,0,49.74,0,Canceled
INN01077,1,0,0,3,Plan 1,0,Type 1,146,2017,12,29,Offline,0,0,0,65,0,Not_Canceled
INN01079,2,0,1,2,Not Selected,0,Type 1,12,2018,4,29,Online,0,0,0,122.33,0,Canceled
INN01080,2,0,0,2,Plan 2,0,Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled
INN01083,2,0,2,3,Plan 1,0,Type 2,142,2018,8,21,Online,0,0,0,95.79,1,Not_Canceled
INN01088,1,0,0,1,Plan 1,0,Type 1,1,2018,7,5,Online,0,0,0,104.72,1,Not_Canceled
INN01094,2,0,0,1,Plan 1,0,Type 1,2,2017,10,13,Offline,0,0,0,85,0,Not_Canceled
INN01097,3,0,1,2,Plan 1,0,Type 1,33,2018,1,25,Corporate,0,0,0,95,0,Not_Canceled
INN01098,2,0,0,4,Plan 1,0,Type 1,86,2018,3,23,Online,0,0,0,88.83,1,Canceled
INN01100,2,0,2,2,Plan 1,0,Type 1,24,2017,12,26,Offline,0,0,0,58,1,Not_Canceled
INN01101,3,0,1,2,Plan 1,0,Type 4,89,2018,7,25,Online,0,0,0,137.7,2,Not_Canceled
INN01108,2,0,0,2,Plan 1,0,Type 1,9,2018,10,21,Complementary,0,0,0,0,0,Not_Canceled
INN01112,2,0,0,4,Plan 1,0,Type 1,1,2018,3,8,Online,0,0,0,105,1,Not_Canceled
INN01126,2,0,0,3,Plan 1,0,Type 4,59,2018,10,19,Online,0,0,0,139.5,1,Canceled
INN01128,2,0,0,3,Plan 1,0,Type 1,213,2018,6,7,Online,0,0,0,130,0,Canceled
INN01129,2,0,1,2,Plan 2,0,Type 1,161,2018,3,25,Online,0,0,0,130,0,Canceled
INN01130,2,0,2,5,Not Selected,0,Type 1,17,2018,12,30,Online,0,0,0,90.34,1,Not_Canceled
INN01132,2,0,2,3,Plan 1,0,Type 1,49,2018,1,24,Online,0,0,0,75.95,1,Not_Canceled
INN01133,2,0,0,2,Plan 2,0,Type 1,257,2017,7,1,Online,0,0,0,101.5,0,Canceled
INN01142,2,0,2,1,Plan 2,0,Type 1,122,2018,3,27,Offline,0,0,0,107,1,Not_Canceled
INN01144,2,0,1,3,Plan 1,0,Type 4,18,2018,9,15,Online,0,0,0,105.64,1,Not_Canceled
INN01151,1,0,0,1,Plan 1,0,Type 1,0,2017,9,5,Online,0,0,0,133,1,Canceled
INN01152,3,0,0,3,Not Selected,0,Type 1,1,2017,12,31,Online,0,0,0,183.5,0,Not_Canceled
INN01155,1,0,0,4,Not Selected,0,Type 1,12,2018,11,9,Online,0,0,0,120.06,1,Not_Canceled
INN01158,2,0,0,1,Plan 1,1,Type 4,41,2018,1,16,Online,0,0,0,93.45,1,Not_Canceled
INN01162,1,0,0,2,Plan 1,0,Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN01163,3,0,2,7,Plan 1,0,Type 4,178,2018,7,27,Online,0,0,0,127.22,1,Canceled
INN01164,1,0,0,3,Plan 1,0,Type 1,166,2018,11,1,Online,0,0,0,110,0,Canceled
INN01166,2,0,1,3,Plan 1,0,Type 1,237,2018,10,17,Online,0,0,0,90.95,2,Canceled
INN01169,2,0,1,4,Plan 1,0,Type 1,7,2017,9,21,Online,0,0,0,143.2,2,Not_Canceled
INN01171,2,0,2,2,Plan 1,0,Type 1,54,2018,12,24,Online,0,0,0,88.4,1,Not_Canceled
INN01173,2,0,2,1,Plan 1,0,Type 1,2,2017,10,18,Corporate,0,0,0,123,0,Not_Canceled
INN01175,2,1,2,3,Plan 1,0,Type 1,153,2018,12,29,Online,0,0,0,122.91,0,Not_Canceled
INN01179,2,0,0,2,Plan 1,0,Type 1,36,2018,8,10,Online,0,0,0,135.9,1,Canceled
INN01180,2,0,0,2,Plan 2,0,Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN01183,2,0,1,2,Not Selected,0,Type 1,112,2018,12,16,Online,0,0,0,79.2,1,Canceled
INN01185,2,0,1,2,Not Selected,0,Type 1,66,2018,9,2,Online,0,0,0,87.3,1,Not_Canceled
INN01189,2,0,1,3,Plan 1,0,Type 4,9,2017,9,10,Offline,0,0,0,63.75,0,Not_Canceled
INN01190,2,0,0,2,Plan 2,0,Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled
INN01193,2,0,2,1,Not Selected,0,Type 1,130,2018,8,27,Online,0,0,0,85.5,2,Not_Canceled
INN01202,2,0,1,1,Plan 1,0,Type 1,94,2018,10,31,Online,0,0,0,90.45,0,Canceled
INN01206,1,0,0,1,Plan 1,0,Type 5,0,2018,7,14,Corporate,0,0,0,140,0,Not_Canceled
INN01208,2,0,0,2,Plan 1,1,Type 4,42,2018,9,27,Online,0,0,0,158.4,1,Not_Canceled
INN01209,2,0,1,0,Not Selected,0,Type 1,2,2018,5,16,Online,0,0,0,89,1,Not_Canceled
INN01217,2,0,2,2,Plan 1,0,Type 1,226,2018,10,29,Online,0,0,0,70,0,Canceled
INN01221,2,0,2,1,Plan 1,0,Type 1,48,2018,3,6,Offline,0,0,0,40.67,1,Not_Canceled
INN01236,2,0,0,3,Plan 1,0,Type 1,193,2018,9,29,Online,0,0,0,93.09,1,Canceled
INN01241,2,0,1,2,Not Selected,0,Type 1,5,2018,3,7,Online,0,0,0,89,1,Canceled
INN01244,1,0,2,0,Plan 1,0,Type 1,126,2018,6,26,Online,0,0,0,90.9,1,Not_Canceled
INN01250,2,0,0,1,Not Selected,0,Type 1,191,2018,11,25,Online,0,0,0,71.1,0,Canceled
INN01254,2,0,0,3,Not Selected,0,Type 1,54,2018,11,16,Online,0,0,0,57.93,1,Not_Canceled
INN01255,1,0,0,2,Plan 1,0,Type 1,154,2018,8,24,Online,0,0,0,100.8,0,Canceled
INN01259,1,0,0,2,Plan 2,0,Type 1,102,2017,10,16,Online,0,0,0,80,0,Canceled
INN01260,2,0,1,3,Plan 1,0,Type 1,97,2018,3,24,Online,0,0,0,64.98,1,Not_Canceled
INN01263,2,1,2,2,Plan 1,0,Type 1,103,2018,5,1,Online,0,0,0,99.45,2,Not_Canceled
INN01276,2,1,0,2,Plan 1,0,Type 4,43,2018,11,25,Complementary,0,0,0,20,2,Not_Canceled
INN01278,2,0,2,1,Not Selected,0,Type 1,12,2018,9,18,Online,0,0,0,142.33,1,Not_Canceled
INN01284,2,0,2,3,Plan 1,1,Type 4,69,2018,6,30,Online,0,0,0,140.4,1,Not_Canceled
INN01288,2,0,1,2,Plan 1,0,Type 2,381,2018,12,23,Online,0,0,0,78.55,1,Canceled
INN01300,2,0,1,4,Plan 1,0,Type 4,64,2018,11,9,Online,0,0,0,138.24,0,Not_Canceled
INN01302,2,0,1,3,Plan 1,0,Type 1,103,2018,7,11,Online,0,0,0,107.55,0,Not_Canceled
INN01313,2,0,0,2,Plan 1,1,Type 1,76,2017,10,13,Online,0,0,0,98.25,1,Not_Canceled
INN01319,2,0,0,3,Plan 2,0,Type 1,24,2018,3,3,Offline,0,0,0,117,0,Not_Canceled
INN01323,2,1,0,3,Plan 1,0,Type 1,88,2018,5,11,Online,0,0,0,143.1,2,Not_Canceled
INN01325,2,1,2,4,Plan 1,0,Type 1,68,2018,5,7,Online,0,0,0,135.15,0,Canceled
INN01330,2,0,1,3,Plan 1,0,Type 1,111,2018,4,4,Online,0,0,0,82.45,1,Not_Canceled
INN01334,2,0,0,3,Plan 1,0,Type 4,184,2018,10,4,Online,0,0,0,122.4,0,Canceled
INN01336,3,0,2,1,Plan 2,0,Type 4,20,2018,2,13,Online,0,0,0,187,2,Not_Canceled
INN01342,2,0,0,2,Plan 1,0,Type 2,47,2017,11,5,Online,0,0,0,105.5,1,Not_Canceled
INN01343,2,0,0,4,Plan 1,0,Type 2,70,2018,4,12,Offline,0,0,0,95,0,Not_Canceled
INN01344,2,0,0,2,Plan 1,0,Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
INN01346,1,0,0,2,Plan 1,0,Type 1,14,2018,7,21,Corporate,0,0,0,105,0,Canceled
INN01347,2,0,0,2,Plan 1,0,Type 1,14,2018,7,21,Corporate,0,0,0,105,0,Not_Canceled
INN01348,2,0,0,3,Plan 1,0,Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Canceled
INN01351,2,0,0,2,Not Selected,0,Type 1,64,2018,1,19,Online,0,0,0,65.36,2,Not_Canceled
INN01353,1,0,0,1,Plan 1,0,Type 1,1,2018,7,26,Corporate,0,0,0,84,0,Not_Canceled
INN01362,2,2,2,1,Plan 1,0,Type 6,32,2018,4,30,Online,0,0,0,198.9,0,Canceled
INN01363,1,0,1,1,Plan 1,0,Type 4,32,2017,10,24,Online,0,0,0,136,1,Not_Canceled
INN01366,2,1,0,1,Plan 1,0,Type 5,60,2018,6,9,Offline,0,0,0,102.68,1,Not_Canceled
INN01368,2,1,2,3,Plan 1,0,Type 1,12,2017,8,27,Online,0,0,0,90,2,Not_Canceled
INN01371,1,0,0,1,Not Selected,0,Type 1,0,2018,5,11,Online,0,0,0,90.71,0,Not_Canceled
INN01375,2,0,0,3,Plan 1,0,Type 1,50,2018,1,14,Offline,0,0,0,52,1,Not_Canceled
INN01378,2,0,1,3,Plan 1,0,Type 1,105,2018,4,18,Online,0,0,0,82.45,0,Not_Canceled
INN01379,2,0,1,3,Plan 1,0,Type 4,101,2017,12,31,Offline,0,0,0,61.5,0,Not_Canceled
INN01386,2,0,0,1,Plan 1,0,Type 1,221,2018,8,12,Online,0,0,0,80,0,Canceled
INN01388,2,0,0,3,Plan 1,0,Type 1,26,2017,10,7,Online,0,0,0,114.67,2,Not_Canceled
INN01392,2,0,2,2,Plan 1,0,Type 1,13,2017,11,8,Online,0,0,0,90.95,1,Not_Canceled
INN01394,2,0,0,3,Plan 1,0,Type 1,125,2018,12,27,Offline,0,0,0,68,1,Not_Canceled
INN01396,0,1,2,4,Plan 1,0,Type 2,109,2018,4,1,Online,0,0,0,73.74,1,Not_Canceled
INN01397,2,0,1,3,Plan 1,0,Type 1,140,2018,10,3,Online,0,0,0,118.8,1,Not_Canceled
INN01401,1,0,0,2,Plan 1,0,Type 1,13,2018,1,28,Offline,0,0,0,62,0,Not_Canceled
INN01403,2,0,2,1,Plan 1,0,Type 4,91,2018,7,16,Online,0,0,0,118.8,2,Not_Canceled
INN01405,1,0,0,1,Plan 1,0,Type 4,0,2018,9,28,Corporate,1,0,2,110,1,Not_Canceled
INN01407,2,0,2,2,Plan 1,0,Type 1,87,2018,12,18,Offline,0,0,0,75,0,Not_Canceled
INN01409,3,0,0,2,Plan 1,0,Type 4,167,2018,7,29,Online,0,0,0,137.7,0,Canceled
INN01419,3,0,0,1,Plan 1,0,Type 4,116,2018,7,28,Online,0,0,0,137.7,1,Not_Canceled
INN01420,2,0,2,2,Plan 1,0,Type 1,3,2018,2,7,Online,0,0,0,72.07,1,Not_Canceled
INN01428,2,0,2,2,Plan 1,0,Type 4,56,2018,9,3,Online,0,0,0,120.38,1,Not_Canceled
INN01429,1,0,0,1,Plan 1,0,Type 1,59,2018,4,19,Online,0,0,0,85.5,0,Canceled
INN01431,1,0,2,0,Plan 1,0,Type 1,23,2018,9,11,Online,0,0,0,84.7,0,Not_Canceled
INN01434,2,0,2,1,Plan 1,0,Type 1,34,2018,9,25,Online,0,0,0,117,1,Not_Canceled
INN01439,2,0,2,2,Not Selected,0,Type 1,12,2018,8,14,Online,0,0,0,131.5,3,Not_Canceled
INN01440,2,0,2,2,Plan 1,0,Type 1,54,2018,10,16,Offline,0,0,0,81,0,Not_Canceled
INN01442,2,0,0,2,Not Selected,0,Type 1,53,2017,12,29,Online,0,0,0,81,1,Not_Canceled
INN01443,2,0,1,2,Not Selected,0,Type 1,109,2018,10,24,Online,0,0,0,89.4,0,Canceled
INN01449,2,0,0,2,Plan 1,0,Type 1,301,2018,11,18,Online,0,0,0,52,0,Canceled
INN01452,2,0,1,0,Not Selected,0,Type 4,0,2017,8,17,Online,0,0,0,129,0,Not_Canceled
INN01455,2,0,2,6,Plan 2,0,Type 1,107,2018,6,28,Online,0,0,0,140.25,1,Not_Canceled
INN01458,2,0,2,0,Plan 1,0,Type 1,6,2018,2,28,Offline,0,0,0,54,0,Not_Canceled
INN01461,2,0,0,2,Not Selected,0,Type 1,8,2018,2,12,Online,0,0,0,81,0,Not_Canceled
INN01464,2,0,1,2,Plan 1,0,Type 1,36,2018,2,22,Online,0,0,0,82.7,1,Not_Canceled
INN01465,2,0,0,1,Not Selected,0,Type 1,2,2018,3,10,Online,0,0,0,89,0,Canceled
INN01467,2,0,2,1,Plan 1,0,Type 1,140,2018,5,29,Online,0,0,0,105.3,1,Not_Canceled
INN01470,2,1,1,2,Plan 2,0,Type 1,34,2018,8,8,Online,0,0,0,194.85,1,Canceled
INN01471,1,0,1,5,Plan 1,0,Type 1,349,2018,10,4,Online,0,0,0,80,0,Canceled
INN01473,1,0,2,0,Plan 1,0,Type 1,3,2017,10,18,Corporate,0,0,0,65,0,Not_Canceled
INN01483,2,0,2,3,Not Selected,0,Type 1,11,2018,11,17,Online,0,0,0,79.05,0,Canceled
INN01489,2,0,2,5,Plan 1,0,Type 4,97,2018,8,4,Offline,0,0,0,82.45,0,Not_Canceled
INN01492,2,0,1,5,Plan 1,0,Type 4,22,2018,6,27,Online,0,0,0,164.33,0,Canceled
INN01494,2,0,0,3,Plan 1,0,Type 1,26,2018,6,14,Online,0,0,0,111.35,0,Canceled
INN01496,2,0,1,0,Plan 1,0,Type 1,52,2018,9,4,Online,0,0,0,98.82,0,Canceled
INN01500,2,0,0,2,Plan 1,0,Type 1,33,2017,10,1,Online,0,0,0,79.35,1,Not_Canceled
INN01506,2,0,0,2,Not Selected,0,Type 1,29,2018,6,8,Online,0,0,0,103.55,0,Not_Canceled
INN01520,2,1,0,2,Plan 1,0,Type 1,69,2017,7,7,Offline,0,0,0,76.08,0,Not_Canceled
INN01522,2,0,0,3,Plan 1,0,Type 2,2,2018,1,7,Online,0,0,0,77.25,0,Not_Canceled
INN01523,2,0,1,4,Plan 1,0,Type 1,14,2018,8,17,Online,0,0,0,104.17,0,Not_Canceled
INN01524,2,0,0,3,Plan 1,0,Type 1,79,2017,7,7,Complementary,0,0,0,37.33,1,Not_Canceled
INN01528,2,0,1,3,Plan 1,0,Type 1,194,2018,9,12,Online,0,0,0,101.4,0,Canceled
INN01533,2,0,0,4,Plan 1,0,Type 4,83,2018,10,19,Online,0,0,0,132.3,2,Not_Canceled
INN01535,2,0,2,1,Plan 2,0,Type 1,150,2018,1,2,Offline,0,0,0,101,0,Not_Canceled
INN01539,1,0,0,1,Plan 1,0,Type 1,81,2018,6,23,Online,0,0,0,90.9,0,Canceled
INN01542,2,0,2,1,Plan 1,0,Type 1,205,2017,7,25,Online,0,0,0,76.5,2,Not_Canceled
INN01544,2,0,0,2,Plan 1,0,Type 1,5,2018,5,24,Corporate,0,0,0,110,1,Not_Canceled
INN01548,2,0,2,2,Plan 1,0,Type 1,72,2018,5,13,Online,0,0,0,119.85,1,Not_Canceled
INN01551,2,0,1,2,Plan 1,0,Type 4,11,2018,2,12,Offline,0,0,0,73.6,2,Not_Canceled
INN01552,2,0,2,3,Plan 1,0,Type 1,48,2018,3,20,Online,0,0,0,93.5,1,Not_Canceled
INN01555,2,0,0,2,Plan 2,0,Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
INN01556,1,0,1,2,Plan 1,0,Type 1,57,2018,6,10,Offline,0,0,0,75.33,0,Not_Canceled
INN01557,2,0,0,2,Plan 1,0,Type 1,34,2017,10,6,Online,0,0,0,66.53,1,Not_Canceled
INN01566,2,0,1,4,Plan 1,0,Type 1,13,2018,1,20,Online,0,0,0,80.3,1,Not_Canceled
INN01567,2,0,0,1,Plan 1,0,Type 1,113,2017,8,22,Online,0,0,0,76.5,1,Canceled
INN01571,2,0,2,2,Plan 1,0,Type 1,175,2018,11,12,Online,0,0,0,83.01,2,Canceled
INN01576,1,0,1,1,Plan 1,0,Type 6,0,2018,3,21,Complementary,1,0,20,0,2,Not_Canceled
INN01578,2,0,0,1,Plan 1,0,Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
INN01579,2,0,0,2,Plan 1,0,Type 1,112,2018,6,2,Offline,0,0,0,100,0,Not_Canceled
INN01580,2,0,1,1,Plan 2,0,Type 5,96,2017,9,28,Online,0,0,0,138,0,Canceled
INN01587,1,0,0,2,Plan 1,0,Type 1,136,2018,8,26,Online,0,0,0,90.9,0,Not_Canceled
INN01591,1,0,0,1,Plan 1,0,Type 7,1,2018,5,17,Complementary,1,4,16,0,1,Not_Canceled
INN01596,2,0,2,2,Not Selected,0,Type 1,6,2018,4,3,Offline,0,0,0,85,0,Not_Canceled
INN01597,2,0,0,1,Not Selected,0,Type 1,0,2017,8,6,Online,0,0,0,81,2,Not_Canceled
INN01599,1,0,0,1,Plan 1,0,Type 1,15,2018,2,19,Corporate,0,0,0,80,0,Not_Canceled
INN01601,2,0,1,1,Not Selected,0,Type 1,120,2018,7,18,Online,0,0,0,94.5,0,Not_Canceled
INN01608,2,0,1,3,Plan 1,0,Type 1,78,2018,12,29,Offline,0,0,0,169.91,1,Not_Canceled
INN01609,3,0,2,2,Plan 1,0,Type 4,34,2018,4,16,Online,0,0,0,135.45,1,Not_Canceled
INN01612,2,0,2,4,Plan 1,0,Type 1,57,2018,2,27,Online,0,0,0,59.21,1,Not_Canceled
INN01614,2,0,0,2,Plan 1,0,Type 1,0,2018,9,16,Offline,0,0,0,95,0,Not_Canceled
INN01615,2,0,2,2,Not Selected,0,Type 1,57,2018,3,12,Online,0,0,0,45.9,0,Not_Canceled
INN01625,2,0,2,0,Plan 1,0,Type 1,120,2018,5,1,Online,0,0,0,105.3,1,Canceled
INN01626,2,0,1,0,Plan 1,0,Type 1,1,2018,6,20,Online,0,0,0,141,0,Not_Canceled
INN01632,1,0,0,2,Not Selected,0,Type 1,119,2018,11,4,Online,0,0,0,79.2,2,Canceled
INN01633,2,0,1,2,Plan 1,0,Type 4,142,2018,5,6,Online,0,0,0,114.3,0,Not_Canceled
INN01636,2,0,1,2,Not Selected,0,Type 1,23,2018,2,12,Online,0,0,0,79,1,Canceled
INN01638,2,0,0,2,Plan 2,0,Type 1,320,2018,8,18,Online,0,0,0,115,1,Canceled
INN01639,2,0,0,3,Plan 1,0,Type 4,32,2018,12,14,Online,0,0,0,87.78,2,Not_Canceled
INN01641,1,0,0,2,Plan 1,0,Type 1,27,2017,9,16,Corporate,0,0,0,65,0,Not_Canceled
INN01650,3,0,1,1,Plan 1,0,Type 4,45,2018,4,30,Online,0,0,0,159.3,0,Canceled
INN01652,2,0,2,1,Plan 1,0,Type 4,5,2018,8,21,Online,0,0,0,119.35,1,Not_Canceled
INN01655,2,0,2,5,Plan 2,0,Type 1,191,2018,9,7,Offline,0,0,0,80.75,1,Not_Canceled
INN01656,2,0,1,2,Plan 2,0,Type 1,9,2018,6,20,Online,0,0,0,179,2,Not_Canceled
INN01661,0,2,0,1,Plan 1,0,Type 1,130,2018,3,25,Complementary,0,0,0,6,2,Not_Canceled
INN01668,3,0,1,5,Plan 1,0,Type 1,200,2018,9,20,Online,0,0,0,150.45,0,Canceled
INN01672,3,0,2,1,Plan 1,0,Type 4,69,2018,8,27,Online,0,0,0,162.3,1,Canceled
INN01676,2,1,2,0,Plan 1,0,Type 2,48,2018,9,4,Online,0,0,0,126,1,Not_Canceled
INN01677,2,0,2,3,Plan 1,0,Type 5,58,2018,4,21,Online,0,0,0,96.08,0,Not_Canceled
INN01686,3,0,0,1,Plan 1,0,Type 4,65,2018,6,21,Online,0,0,0,132.3,0,Canceled
INN01689,1,0,0,2,Not Selected,0,Type 1,83,2018,7,15,Online,0,0,0,77,1,Not_Canceled
INN01693,2,1,1,1,Plan 1,0,Type 1,161,2018,7,25,Online,0,0,0,121.5,0,Canceled
INN01694,2,0,0,3,Plan 1,0,Type 4,65,2018,4,7,Online,0,0,0,118.8,0,Canceled
INN01695,1,0,0,1,Not Selected,0,Type 3,0,2017,12,31,Complementary,0,0,0,0,0,Not_Canceled
INN01698,3,0,1,0,Plan 1,0,Type 5,0,2018,8,8,Corporate,0,0,0,188,0,Not_Canceled
INN01700,1,0,1,2,Plan 1,0,Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
INN01702,2,0,1,1,Plan 1,0,Type 1,68,2018,2,13,Online,0,0,0,78.3,1,Not_Canceled
INN01703,2,0,0,1,Not Selected,0,Type 1,73,2018,11,12,Online,0,0,0,79.2,2,Not_Canceled
INN01704,2,0,1,2,Plan 1,0,Type 1,3,2017,10,19,Corporate,0,0,0,123,0,Canceled
INN01705,1,0,2,1,Plan 1,0,Type 1,1,2018,2,28,Online,0,0,0,60,0,Canceled
INN01710,1,0,0,1,Plan 1,0,Type 1,15,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN01715,2,0,0,1,Plan 1,0,Type 1,0,2018,6,14,Online,0,0,0,111,1,Not_Canceled
